dataflow_id,agency_id,original_name,friendly_name
DSD_REV_ASAP@DF_REVKAZ,OECD.CTP.TPS,Kazakhstan - tax and non-tax revenues,kazakhstan_revenues
DSD_REV_ASAP@DF_REVKGZ,OECD.CTP.TPS,Kyrgyzstan - tax and non-tax revenues,kyrgyzstan_revenues
DSD_REV_ASAP@DF_REVKHM,OECD.CTP.TPS,Cambodia - tax and non-tax revenues,cambodia_revenues
DSD_REV_ASAP@DF_REVKIR,OECD.CTP.TPS,Kiribati - tax revenues,kiribati_tax_revenues
DSD_REV_ASAP@DF_REVKOR,OECD.CTP.TPS,Korea - tax revenues in Revenue Statistics in Asia and the Pacific,korea_tax_revenues_asia_pacific
DSD_REV_ASAP@DF_REVLAO,OECD.CTP.TPS,Lao PDR - tax and non-tax revenues,lao_pdr_revenues
DSD_REV_ASAP@DF_REVLKA,OECD.CTP.TPS,Sri Lanka - tax and non-tax revenues,sri_lanka_tax_revenue
DSD_REV_ASAP@DF_REVMDV,OECD.CTP.TPS,Maldives - tax and non-tax revenues,maldives_tax_revenue
DSD_REV_ASAP@DF_REVMHL,OECD.CTP.TPS,Marshall Islands - tax and non-tax revenues,marshall_islands_tax_revenue
DSD_REV_ASAP@DF_REVMNG,OECD.CTP.TPS,Mongolia - tax and non-tax revenues,mongolia_tax_revenue
DSD_REV_ASAP@DF_REVMYS,OECD.CTP.TPS,Malaysia - tax revenues,malaysia_tax_revenue
DSD_REV_ASAP@DF_REVNIU,OECD.CTP.TPS,New Zealand - tax revenues in Revenue Statistics in Asia and the Pacific,new_zealand_tax_revenue_asia_pacific
DSD_REV_ASAP@DF_REVNRU,OECD.CTP.TPS,Nauru - tax and non-tax revenues,nauru_tax_revenue
DSD_REV_ASAP@DF_REVNZL,OECD.CTP.TPS,Niue - tax and non-tax revenues,niue_tax_revenue
DSD_REV_ASAP@DF_REVPAK,OECD.CTP.TPS,Pakistan - tax and non-tax revenues,pakistan_tax_revenue
DSD_REV_ASAP@DF_REVPHL,OECD.CTP.TPS,Philippines - tax and non-tax revenues,philippines_tax_revenue
DSD_REV_ASAP@DF_REVPNG,OECD.CTP.TPS,Papua New Guinea - tax and non-tax revenues,papua_new_guinea_tax_revenues
DSD_REV_ASAP@DF_REVSGP,OECD.CTP.TPS,Singapore - tax and non-tax revenues,singapore_tax_revenues
DSD_REV_ASAP@DF_REVSLB,OECD.CTP.TPS,Solomon Islands - tax and non-tax revenues,solomon_islands_tax_revenues
DSD_REV_ASAP@DF_REVTHA,OECD.CTP.TPS,Thailand - tax and non-tax revenues,thailand_tax_revenues
DSD_REV_ASAP@DF_REVTKL,OECD.CTP.TPS,Tokelau - tax and non-tax revenues,tokelau_tax_revenues
DSD_REV_ASAP@DF_REVTLS,OECD.CTP.TPS,Timor-Leste - tax revenues,timor_leste_tax_revenues
DSD_REV_ASAP@DF_REVVNM,OECD.CTP.TPS,Viet Nam - tax and non-tax revenues,vietnam_tax_revenues
DSD_REV_ASAP@DF_REVVUT,OECD.CTP.TPS,Vanuatu - tax and non-tax revenues,vanuatu_tax_revenues
DSD_REV_ASAP@DF_REVWSM,OECD.CTP.TPS,Samoa - tax and non-tax revenues,samoa_tax_revenues
DSD_REV_ASAP@DF_REV_ALL,OECD.CTP.TPS,"Tax revenues, all ASAP countries",asap_countries_tax_revenues
DSD_REV_COMP_AFRICA@DF_RSAFRICA,OECD.CTP.TPS,A comparative table of tax and non-tax revenues for Revenue Statistics in Africa,africa_tax_revenues
DSD_REV_COMP_ASAP@DF_RSASAP,OECD.CTP.TPS,A comparative table of tax and non-tax revenues for Revenue Statistics in Asia and the Pacific,asia_pacific_tax_revenues
DSD_REV_COMP_GLOBAL@DF_RSGLOBAL,OECD.CTP.TPS,A comparative table of countries in the global database,global_tax_revenues
DSD_REV_COMP_LAC@DF_RSLAC,OECD.CTP.TPS,A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,latin_america_tax_revenues
DSD_REV_COMP_OECD@DF_FSSBOECD,OECD.CTP.TPS,Financing of social security benefits in OECD member countries,oecd_social_security_financing
DSD_REV_COMP_OECD@DF_RSOECD,OECD.CTP.TPS,A comparative table of tax revenues for Revenue Statistics in OECD member countries,oecd_tax_revenues
DSD_REV_COMP_OECD@DF_SSCPTOECD,OECD.CTP.TPS,Social security contributions and payroll taxes paid by government in OECD member countries,oecd_social_security_contributions
DSD_REV_GLOBAL@DF_REVBGR,OECD.CTP.TPS,Bulgaria - tax revenues,bulgaria_tax_revenues
DSD_REV_GLOBAL@DF_REVHRV,OECD.CTP.TPS,Croatia - tax revenues,croatia_tax_revenues
DSD_REV_GLOBAL@DF_REVLIE,OECD.CTP.TPS,Liechtenstein - tax revenues,liechtenstein_tax_revenues
DSD_REV_GLOBAL@DF_REVMDA,OECD.CTP.TPS,Moldova - tax and non-tax revenues,moldova_tax_nontax_revenues
DSD_REV_GLOBAL@DF_REVMLT,OECD.CTP.TPS,Malta - tax revenues,malta_tax_revenues
DSD_REV_GLOBAL@DF_REVROU,OECD.CTP.TPS,Romania - tax revenues,romania_tax_revenues
DSD_REV_GLOBAL@DF_REVUKR,OECD.CTP.TPS,Ukraine - tax and non-tax revenues,ukraine_tax_nontax_revenues
DSD_REV_GLOBAL@DF_REV_ALL,OECD.CTP.TPS,"Tax revenues, all GLOBAL countries",global_tax_revenues
DSD_REV_LAC@DF_REVARG,OECD.CTP.TPS,Antigua and Barbuda - tax revenues,antigua_barbuda_tax_revenues
DSD_REV_LAC@DF_REVATG,OECD.CTP.TPS,Argentina - tax revenues,argentina_tax_revenues
DSD_REV_LAC@DF_REVBHS,OECD.CTP.TPS,Bahamas - tax revenues,bahamas_tax_revenues
DSD_REV_LAC@DF_REVBLZ,OECD.CTP.TPS,Belize - tax revenues,belize_tax_revenues
DSD_REV_LAC@DF_REVBOL,OECD.CTP.TPS,Bolivia - tax revenues,bolivia_tax_revenues
DSD_REV_LAC@DF_REVBRA,OECD.CTP.TPS,Brazil - tax revenues,brazil_tax_revenues
DSD_REV_LAC@DF_REVBRB,OECD.CTP.TPS,Barbados - tax revenues,barbados_tax_revenues
DSD_REV_LAC@DF_REVCHL,OECD.CTP.TPS,Chile - tax revenues in Revenue Statistics in Latin America and the Caribbean,chile_tax_revenues
DSD_REV_LAC@DF_REVCOL,OECD.CTP.TPS,Colombia - tax revenues in Revenue Statistics in Latin America and the Caribbean,colombia_tax_revenues
DSD_REV_LAC@DF_REVCRI,OECD.CTP.TPS,Costa Rica - tax revenues in Revenue Statistics in Latin America and the Caribbean,costa_rica_tax_revenues
DSD_REV_LAC@DF_REVCUB,OECD.CTP.TPS,Cuba - tax revenues,cuba_tax_revenues
DSD_REV_LAC@DF_REVDOM,OECD.CTP.TPS,Dominican Republic - tax revenues,dominican_republic_tax_revenues
DSD_REV_LAC@DF_REVECU,OECD.CTP.TPS,Ecuador - tax revenues,ecuador_tax_revenues
DSD_REV_LAC@DF_REVGTM,OECD.CTP.TPS,Guatemala - tax revenues,guatemala_tax_revenues
DSD_REV_LAC@DF_REVGUY,OECD.CTP.TPS,Guyana - tax revenues,guyana_tax_revenues
DSD_REV_LAC@DF_REVHND,OECD.CTP.TPS,Honduras - tax revenues,honduras_tax_revenues
DSD_REV_LAC@DF_REVJAM,OECD.CTP.TPS,Jamaica - tax revenues,jamaica_tax_revenues
DSD_REV_LAC@DF_REVLCA,OECD.CTP.TPS,Saint Lucia - tax revenues,saint_lucia_tax_revenues
DSD_REV_LAC@DF_REVMEX,OECD.CTP.TPS,Mexico - tax revenues in Revenue Statistics in Latin America and the Caribbean,mexico_tax_revenues_lac
DSD_REV_LAC@DF_REVNIC,OECD.CTP.TPS,Nicaragua - tax revenues,nicaragua_tax_revenues
DSD_REV_LAC@DF_REVPAN,OECD.CTP.TPS,Panama - tax revenues,panama_tax_revenues
DSD_REV_LAC@DF_REVPER,OECD.CTP.TPS,Peru - tax revenues,peru_tax_revenues
DSD_REV_LAC@DF_REVPRY,OECD.CTP.TPS,Paraguay - tax revenues,paraguay_tax_revenues
DSD_REV_LAC@DF_REVSLV,OECD.CTP.TPS,El Salvador - tax revenues,el_salvador_tax_revenues
DSD_REV_LAC@DF_REVTTO,OECD.CTP.TPS,Trinidad and Tobago - tax revenues,trinidad_tobago_tax_revenues
DSD_REV_LAC@DF_REVURY,OECD.CTP.TPS,Uruguay - tax revenues,uruguay_tax_revenues
DSD_REV_LAC@DF_REVVEN,OECD.CTP.TPS,Venezuela - tax revenues,venezuela_tax_revenues
DSD_REV_LAC@DF_REV_ALL,OECD.CTP.TPS,"Tax revenues, all LAC countries",lac_tax_revenues_all
DSD_REV_OECD@DF_REVAUS,OECD.CTP.TPS,Australia - tax revenues,australia_tax_revenues
DSD_REV_OECD@DF_REVAUT,OECD.CTP.TPS,Austria - tax revenues,austria_tax_revenues
DSD_REV_OECD@DF_REVBEL,OECD.CTP.TPS,Belgium - tax revenues,belgium_tax_revenues
DSD_REV_OECD@DF_REVCAN,OECD.CTP.TPS,Canada - tax revenues,canada_tax_revenues
DSD_REV_OECD@DF_REVCHE,OECD.CTP.TPS,Switzerland - tax revenues,switzerland_tax_revenues
DSD_REV_OECD@DF_REVCHL,OECD.CTP.TPS,Chile - tax revenues,chile_tax_revenues
DSD_REV_OECD@DF_REVCOL,OECD.CTP.TPS,Colombia - tax revenues,colombia_tax_revenues
DSD_REV_OECD@DF_REVCRI,OECD.CTP.TPS,Costa Rica - tax revenues,costa_rica_tax_revenues
DSD_REV_OECD@DF_REVCZE,OECD.CTP.TPS,Czechia - tax revenues,czechia_tax_revenues
DSD_REV_OECD@DF_REVDEU,OECD.CTP.TPS,Germany - tax revenues,germany_tax_revenues
DSD_REV_OECD@DF_REVDNK,OECD.CTP.TPS,Denmark - tax revenues,denmark_tax_revenues
DSD_REV_OECD@DF_REVESP,OECD.CTP.TPS,Spain - tax revenues,spain_tax_revenues
DSD_REV_OECD@DF_REVEST,OECD.CTP.TPS,Estonia - tax revenues,estonia_tax_revenues
DSD_REV_OECD@DF_REVFIN,OECD.CTP.TPS,Finland - tax revenues,finland_tax_revenues
DSD_REV_OECD@DF_REVFRA,OECD.CTP.TPS,France - tax revenues,france_tax_revenues
DSD_REV_OECD@DF_REVGBR,OECD.CTP.TPS,United Kingdom - tax revenues,uk_tax_revenues
DSD_REV_OECD@DF_REVGRC,OECD.CTP.TPS,Greece - tax revenues,greece_tax_revenues
DSD_REV_OECD@DF_REVHUN,OECD.CTP.TPS,Hungary - tax revenues,hungary_tax_revenue
DSD_REV_OECD@DF_REVIRL,OECD.CTP.TPS,Ireland - tax revenues,ireland_tax_revenue
DSD_REV_OECD@DF_REVISL,OECD.CTP.TPS,Iceland - tax revenues,iceland_tax_revenue
DSD_REV_OECD@DF_REVISR,OECD.CTP.TPS,Israel - tax revenues,israel_tax_revenue
DSD_REV_OECD@DF_REVITA,OECD.CTP.TPS,Italy - tax revenues,italy_tax_revenue
DSD_REV_OECD@DF_REVJPN,OECD.CTP.TPS,Japan - tax revenues,japan_tax_revenue
DSD_REV_OECD@DF_REVKOR,OECD.CTP.TPS,Korea - tax revenues,korea_tax_revenue
DSD_REV_OECD@DF_REVLTU,OECD.CTP.TPS,Lithuania - tax revenues,lithuania_tax_revenue
DSD_REV_OECD@DF_REVLUX,OECD.CTP.TPS,Luxembourg - tax revenues,luxembourg_tax_revenue
DSD_REV_OECD@DF_REVLVA,OECD.CTP.TPS,Latvia - tax revenues,latvia_tax_revenue
DSD_REV_OECD@DF_REVMEX,OECD.CTP.TPS,Mexico - tax revenues,mexico_tax_revenues
DSD_REV_OECD@DF_REVNLD,OECD.CTP.TPS,Netherlands - tax revenues,netherlands_tax_revenues
DSD_REV_OECD@DF_REVNOR,OECD.CTP.TPS,Norway - tax revenues,norway_tax_revenues
DSD_REV_OECD@DF_REVNZL,OECD.CTP.TPS,New Zealand - tax revenues,new_zealand_tax_revenues
DSD_REV_OECD@DF_REVPOL,OECD.CTP.TPS,Poland - tax revenues,poland_tax_revenues
DSD_REV_OECD@DF_REVPRT,OECD.CTP.TPS,Portugal - tax revenues,portugal_tax_revenues
DSD_REV_OECD@DF_REVSVK,OECD.CTP.TPS,Slovak Republic - tax revenues,slovak_republic_tax_revenues
DSD_REV_OECD@DF_REVSVN,OECD.CTP.TPS,Slovenia - tax revenues,slovenia_tax_revenues
DSD_REV_OECD@DF_REVSWE,OECD.CTP.TPS,Sweden - tax revenues,sweden_tax_revenues
DSD_REV_OECD@DF_REVTUR,OECD.CTP.TPS,Türkiye - tax revenues,turkiye_tax_revenues
DSD_REV_OECD@DF_REVUSA,OECD.CTP.TPS,United States - tax revenues,usa_tax_revenues
DSD_REV_OECD@DF_REV_ALL,OECD.CTP.TPS,"Tax revenues, all OECD countries",oecd_tax_revenues
DSD_TAX_CIT@DF_CIT,OECD.CTP.TPS,Corporate income tax statutory and targeted small business rates,corporate_income_tax_rates
DSD_TAX_CIT@DF_CIT_DIVD_INCOME,OECD.CTP.TPS,Combined (corporate and shareholder) statutory tax rates on dividend income,dividend_tax_rates
DSD_TAX_PIT@DF_PIT_AV,OECD.CTP.TPS,Personal income tax (PIT) and social security contributions (SSC) - average rates on gross wage earnings,pit_ssc_average_rates
DSD_TAX_PIT@DF_PIT_AV_COMB,OECD.CTP.TPS,Personal income tax (PIT) and social security contributions (SSC) - average combined rates,pit_ssc_combined_rates
DSD_TAX_PIT@DF_PIT_CENT,OECD.CTP.TPS,Personal income tax (PIT) - central government rates and thresholds,pit_central_gov_rates
DSD_TAX_PIT@DF_PIT_MR,OECD.CTP.TPS,Personal income tax (PIT) and social security contributions (SSC) - marginal rates on gross wage earnings,pit_ssc_marginal_rates
DSD_TAX_PIT@DF_PIT_SUB_NON_PROG,OECD.CTP.TPS,Personal income tax (PIT) - sub-central rates for a non-progressive system,pit_subcentral_flat_rates
DSD_TAX_PIT@DF_PIT_SUB_PROG,OECD.CTP.TPS,Personal income tax (PIT) - sub-central rates and thresholds for a progressive system,pit_subcentral_progressive_rates
DSD_TAX_PIT@DF_PIT_TOP_EARN_THRESH,OECD.CTP.TPS,Personal income tax (PIT) - top statutory and marginal tax rate,pit_top_marginal_rates
DSD_TAX_SSC@DF_SSC_EMPLOYEE,OECD.CTP.TPS,Social security contributions (SSC) - employee rates,ssc_employee_rates
DSD_TAX_SSC@DF_SSC_EMPLOYER,OECD.CTP.TPS,Social security contributions (SSC) - employer rates,ssc_employer_rates
DSD_TAX_SSC@DF_SSC_SELF,OECD.CTP.TPS,Social security contributions (SSC) - self-employed rates,ssc_self_employed_rates
DSD_TAX_WAGES_COMP@DF_TW_COMP,OECD.CTP.TPS,Labour taxation – OECD comparative country indicators,labour_tax_country_comparisons
DSD_TAX_WAGES_COU@DF_TW_COU,OECD.CTP.TPS,Labour taxation – OECD member country tables,labour_tax_country_tables
DSD_TAX_WAGES_DECOMP@DF_TW_DECOMP,OECD.CTP.TPS,Labour taxation – tax wedge decompositions,tax_wedge_decompositions
DSD_WHT@DF_WHT_STANDARD,OECD.CTP.TPS,Standard withholding tax rates - Corporate tax statistics,withholding_tax_rates_standard
DSD_WHT@DF_WHT_TREATY,OECD.CTP.TPS,Treaty based withholding tax rates - Corporate tax statistics,withholding_tax_rates_treaty
DSD_DEBT_TRANS_COLL@DF_MICRO,OECD.DAF,Debt Transparency Individual Transactions,debt_transparency_transactions
DSD_DEBT_TRANS_DDOWN@DF_DDOWN,OECD.DAF,Debt Transparency Aggregates,debt_transparency_aggregates
DSD_FP@DF_BC,OECD.DAF.CM,Benefit payments and contributions to asset-backed pensions,pension_benefits_contributions
DSD_FP@DF_FPS,OECD.DAF.CM,Asset-backed pensions - main database,asset_backed_pensions
DSD_FP@DF_MB,OECD.DAF.CM,Pension plan membership,pension_plan_membership
DSD_FP@DF_OC,OECD.DAF.CM,Operating costs of asset-backed pensions,pension_operating_costs
DSD_FP@DF_PA,OECD.DAF.CM,Assets earmarked for retirement,retirement_assets
DSD_FP@DF_SPS,OECD.DAF.CM,Structure of asset-backed pensions,pension_structure
DSD_FP@DF_WI,OECD.DAF.CM,Asset allocation of pension funds and other pension providers,pension_asset_allocation
DSD_INS@DF_ASSET_ALLOC,OECD.DAF.CM,Asset allocation of insurance companies,insurance_asset_allocation
DSD_INS@DF_BSI,OECD.DAF.CM,Balance sheet and income statement of insurance companies,insurance_balance_sheet_income
DSD_INS@DF_BUSINESS_ABROAD,OECD.DAF.CM,Insurance business written abroad,insurance_business_abroad
DSD_INS@DF_CLASSES,OECD.DAF.CM,Insurance business written by class of insurance,insurance_by_class
DSD_INS@DF_IND,OECD.DAF.CM,Insurance indicators,insurance_indicators
DSD_INS@DF_NB_COMP,OECD.DAF.CM,Insurance companies and employees,insurance_companies_employees
DSD_INS@DF_UNDERWRITING,OECD.DAF.CM,"Premiums, claims and expenses of insurance companies",insurance_premiums_claims_expenses
DSD_CARTEL_QDD@DF_QDD_CARTEL,OECD.DAF.COMP,The OECD International Cartels Database (microdata),international_cartels_database
DSD_CEC_QDD@DF_QDD_CEC,OECD.DAF.COMP,The Competition Enforcement Co-operation Database,competition_enforcement_cooperation
DSD_FDI@DF_FDI_AGGR_SUMM,OECD.DAF.INV,"FDI main aggregates, BMD4",fdi_main_aggregates
DSD_FDI@DF_FDI_CTRY_IND_HIST,OECD.DAF.INV,"FDI by counterpart area and by economic activity, BMD4 and historical BMD3",fdi_by_country_industry_historical
DSD_FDI@DF_FDI_CTRY_IND_SUMM,OECD.DAF.INV,"FDI by counterpart area and by economic activity, BMD4",fdi_by_country_industry
DSD_FDI@DF_FDI_FLOW_AGGR,OECD.DAF.INV,"FDI flows main aggregates, BMD4",fdi_flows_main_aggregates
DSD_FDI@DF_FDI_FLOW_CTRY,OECD.DAF.INV,"FDI flows by counterpart area, BMD4",fdi_flows_by_country
DSD_FDI@DF_FDI_FLOW_IND,OECD.DAF.INV,"FDI flows by economic activity, BMD4",fdi_flows_by_industry
DSD_FDI@DF_FDI_INC_AGGR,OECD.DAF.INV,"FDI income main aggregates, BMD4",fdi_income_main_aggregates
DSD_FDI@DF_FDI_INC_CTRY,OECD.DAF.INV,"FDI income by counterpart area, BMD4",fdi_income_by_country
DSD_FDI@DF_FDI_INC_IND,OECD.DAF.INV,"FDI income by economic activity, BMD4",fdi_income_by_industry
DSD_FDI@DF_FDI_POS_AGGR,OECD.DAF.INV,"FDI positions main aggregates, BMD4",fdi_positions_main_aggregates
DSD_FDI@DF_FDI_POS_CTRY,OECD.DAF.INV,"FDI positions by counterpart area, BMD4",fdi_positions_by_country
DSD_FDI@DF_FDI_POS_IND,OECD.DAF.INV,"FDI positions by economic activity, BMD4",fdi_positions_by_industry
DSD_FDIRRI_REG_DATABASE@DF_FDIRRI_REG_DATABASE,OECD.DAF.INV,OECD FDI Regulatory Restrictiveness Index - Regulatory Database (beta),fdi_regulatory_restrictiveness_index
DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES,OECD.DAF.INV,OECD FDI Regulatory Restrictiveness Index - Scores (beta),fdi_regulatory_restrictiveness_index
DSD_QDD_FDI@DF_FDI_BMD4,OECD.DAF.INV,"FDI statistics metadata, BMD4",fdi_metadata_bmd4
DSD_CRS@DF_CRS,OECD.DCD.FSD,CRS: Creditor Reporting System (flows),creditor_reporting_system
DSD_CRS@DF_CRS_CPA,OECD.DCD.FSD,Country Programmable Aid (CPA v1),country_programmable_aid
DSD_DAC1@DF_DAC1,OECD.DCD.FSD,DAC1: Flows by provider (ODA+OOF+Private),dac_flows_by_provider
DSD_DAC1@DF_DAC5,OECD.DCD.FSD,DAC5: Aid (ODA) by sector and provider,oda_by_sector_provider
DSD_DAC1@DF_DAC7B,OECD.DCD.FSD,DAC7B: Aid (ODA) tying status,oda_tying_status
DSD_DAC2@DF_CPA,OECD.DCD.FSD,Country programmable aid (CPA),country_programmable_aid_v2
DSD_DAC2@DF_DAC2A,OECD.DCD.FSD,DAC2A: Aid (ODA) disbursements to countries and regions,oda_disbursements_by_country
DSD_DAC2@DF_DAC2B,OECD.DCD.FSD,DAC2B: Other official flows (OOF) and export credits,oof_export_credits
DSD_DAC2@DF_DAC3A,OECD.DCD.FSD,DAC3A: Aid (ODA) commitments to countries and regions,dac3a_oda_commitments
DSD_DAC2@DF_DAC4,OECD.DCD.FSD,DAC4: Private direct investment and other private capital,dac4_private_investment
DSD_DAC2@DF_ODF,OECD.DCD.FSD,Official development financing (ODF) by country and region,official_development_financing
DSD_DAC2@DF_OFFICIAL,OECD.DCD.FSD,Official flows by country and region,official_flows
DSD_DAC2@DF_RECPTS,OECD.DCD.FSD,Receipts by country and region,receipts_by_country
DSD_GNDR@DF_GENDER,OECD.DCD.FSD,GenderMarkers: Aid (ODA) activities targeting gender equality and women's empowerment,gender_equality_aid
DSD_GREQ@DF_CRS_GREQ,OECD.DCD.FSD,CRS: Creditor Reporting System grant equivalent,crs_grant_equivalent
DSD_MOB@DF_MOBILISATION,OECD.DCD.FSD,CRS – Private: Mobilised private finance for development,private_finance_mobilisation
DSD_MULTI@DF_MULTI,OECD.DCD.FSD,Providers' total use of the multilateral system,multilateral_system_use
DSD_OTHMRKR@DF_OTHERMARKERS,OECD.DCD.FSD,OtherMarkers: Aid activities targeting other policy objectives,other_policy_markers
DSD_PPFD@DF_PPFD,OECD.DCD.FSD,Private Philanthropy for Development,private_philanthropy_development
DSD_QDD_DCD_IDRC@DF_QDD_DCD_IDRC,OECD.DCD.FSD,DAC members’ methodologies for reporting in-donor refugee costs in ODA,dac_refugee_costs_oda
DSD_RIOMRKR@DF_RIOMARKERS,OECD.DCD.FSD,RioMarkers: Aid (ODA) activities targeting global environmental objectives,rio_markers_environmental_aid
DSD_AFDD_STAT_ANNEX@DF_HISTORIC,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) - full historic data,africa_development_dynamics_historic
DSD_AFDD_STAT_ANNEX@DF_TAB02,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 02 - Annual real GDP growth rate,africa_gdp_growth_rate
DSD_AFDD_STAT_ANNEX@DF_TAB03,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 03 - Annual population growth rate,africa_population_growth_rate
DSD_AFDD_STAT_ANNEX@DF_TAB04,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 04 - Annual real GDP growth per capita,africa_gdp_per_capita_growth
DSD_AFDD_STAT_ANNEX@DF_TAB05,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 05 - Demographic estimates,africa_demographic_estimates
DSD_AFDD_STAT_ANNEX@DF_TAB08,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 08 - Sectoral breakdown of the economy,africa_economy_sectoral_breakdown
DSD_AFDD_STAT_ANNEX@DF_TAB13,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 13 - Basic health indicators,africa_basic_health_indicators
DSD_AFDD_STAT_ANNEX@DF_TAB15,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 15 - Growth decomposition by expenditure,afdd_growth_decomposition_expenditure
DSD_AFDD_STAT_ANNEX@DF_TAB16,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 16 - Public finances,afdd_public_finances
DSD_AFDD_STAT_ANNEX@DF_TAB17,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 17 - Trade by manufacturing intensity,afdd_trade_manufacturing_intensity
DSD_AFDD_STAT_ANNEX@DF_TAB18,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 18 - Export diversification,afdd_export_diversification
DSD_AFDD_STAT_ANNEX@DF_TAB19,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 19 - Global and regional trade,afdd_global_regional_trade
DSD_AFDD_STAT_ANNEX@DF_TAB20,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 20 - External financial inflows,afdd_external_financial_inflows
DSD_AFDD_STAT_ANNEX@DF_TAB21,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 21 - Investment and capital stock,afdd_investment_capital_stock
DSD_AFDD_STAT_ANNEX@DF_TAB22,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 22 - Returns on direct investments,afdd_direct_investment_returns
DSD_AFDD_STAT_ANNEX@DF_TAB23,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 23 - Ecological sustainability,afdd_ecological_sustainability
DSD_AFDD_STAT_ANNEX@DF_TAB25,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 25 - GHG Emissions by sector,afdd_ghg_emissions_sector
DSD_AFDD_STAT_ANNEX@DF_TAB26,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 26 - Electricity production and sustainable energy,africa_electricity_sustainable_energy
DSD_AFDD_STAT_ANNEX@DF_TAB27,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 27 - Origin and destination of added value,africa_value_added_origin_destination
DSD_AFDD_STAT_ANNEX@DF_TAB28,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 28 - International trade costs,africa_international_trade_costs
DSD_AFDD_STAT_ANNEX@DF_TAB29,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 29 - National wealth,africa_national_wealth
DSD_AFDD_STAT_ANNEX@DF_TAB30,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 30 - Environmental causes of premature deaths,africa_environmental_premature_deaths
DSD_AFDD_STAT_ANNEX@DF_TAB32,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 32 - Employment by occupation,africa_employment_by_occupation
DSD_AFDD_STAT_ANNEX@DF_TAB37,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 37 - Migration by education level,africa_migration_education_level
DSD_AFDD_STAT_ANNEX@DF_TAB38,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 38 - Projected education profiles,africa_projected_education_profiles
DSD_AFDD_STAT_ANNEX@DF_TAB39,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 39 - Projected youth education profiles,africa_projected_youth_education
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB01,OECD.DEV.EMEA,"Africa's Development Dynamics (AfDD) Table 01 - Indicators of growth, employment and inequality",africa_growth_employment_inequality
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB06,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 06 - Basic education indicators,africa_basic_education
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB07,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 07 - Labour force characteristics,africa_labour_force
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB09,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 09 - Indicators of inequality and poverty,africa_inequality_poverty
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB10,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 10 - Gender indicators,africa_gender
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB11,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 11 - Communications infrastructure,africa_communications_infrastructure
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB12,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 12 - Digitalisation,africa_digitalisation
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB14,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 14 - Subjective well-being,africa_subjective_wellbeing
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB24,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 24 - Sustainable public investments and adjusted net savings,africa_public_investments_savings
